Date,SCP,Foundation Site,Object Classification,is_humanoid,is_infohazardous,is_location,is_organic,is_predatory,is_mechanical,is_mobile,is_replicating,is_virtual,Team Sent,Acquisition Successful?,Profit/Loss (normalized to 1940 $MM),,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-566,Site 4: Moscow,Euclid,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-574,Site 8: Tehran,Keter,1,0,0,0,1,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-583,Site 7: Shanghai,Safe,0,1,1,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-622,Site 3: Kinshasa,Keter,0,0,0,0,1,0,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-636,Site 2: Washington D.C,Euclid,0,0,0,0,0,1,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-644,Site 3: Kinshasa,Safe,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-648,Site 2: Washington D.C,Keter,0,0,0,0,0,0,1,0,0,Legal,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-649,Site 8: Tehran,Safe,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-654,Site 2: Washington D.C,Safe,0,1,1,0,0,0,0,0,0,Infiltration,1,-2.7,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-698,Site 4: Moscow,Keter,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-736,Site 7: Shanghai,Keter,0,1,0,0,0,1,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-741,Site 6: Geneva,Keter,0,0,0,0,0,0,0,0,0,Paramilitary,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-747,Site 3: Kinshasa,Euclid,0,0,0,0,0,1,1,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-791,Site 2: Washington D.C,Keter,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-797,Site 2: Washington D.C,Keter,0,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-826,Site 7: Shanghai,Safe,0,0,0,0,0,1,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-840,Site 2: Washington D.C,Euclid,0,1,0,0,0,1,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1910Q3,SCP-101,Site 8: Tehran,Euclid,1,0,1,1,1,1,1,1,1,Legal,1,18.5,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-867,Site 8: Tehran,Euclid,1,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-877,Site 4: Moscow,Keter,0,0,0,0,1,1,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-899,Site 3: Kinshasa,Keter,0,1,1,0,1,0,1,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-903,Site 2: Washington D.C,Safe,0,1,1,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-926,Site 8: Tehran,Euclid,0,0,0,0,1,1,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-927,Site 3: Kinshasa,Keter,0,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-930,Site 7: Shanghai,Safe,0,0,0,1,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-953,Site 6: Geneva,Safe,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-1013,Site 4: Moscow,Safe,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-1019,Site 6: Geneva,Euclid,0,0,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q3,SCP-1025,Site 4: Moscow,Euclid,0,0,0,1,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-015,Site 4: Moscow,Euclid,0,0,0,1,0,0,0,0,0,Infiltration,1,9,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-043,Site 2: Washington D.C,Keter,0,0,0,0,0,0,1,0,0,Infiltration,1,-31.3,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-051,Site 7: Shanghai,Safe,0,0,1,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-061,Site 8: Tehran,Keter,0,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-097,Site 3: Kinshasa,Safe,1,0,0,0,0,0,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-168,Site 2: Washington D.C,Keter,0,0,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-173,Site 4: Moscow,Euclid,0,0,0,0,1,1,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-181,Site 7: Shanghai,Safe,0,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-194,Site 8: Tehran,Safe,0,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-199,Site 4: Moscow,Safe,0,1,1,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-204,Site 6: Geneva,Keter,0,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-205,Site 7: Shanghai,Safe,0,0,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-215,Site 8: Tehran,Euclid,0,0,0,0,0,1,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-255,Site 2: Washington D.C,Safe,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-282,Site 2: Washington D.C,Safe,0,1,0,0,0,0,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-290,Site 3: Kinshasa,Euclid,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-298,Site 4: Moscow,Euclid,0,0,1,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-312,Site 7: Shanghai,Safe,1,0,0,1,0,0,1,0,0,Infiltration,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-318,Site 7: Shanghai,Safe,0,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-381,Site 6: Geneva,Keter,0,1,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-425,Site 3: Kinshasa,Euclid,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-426,Site 4: Moscow,Keter,0,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-443,Site 7: Shanghai,Euclid,0,0,1,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-457,Site 8: Tehran,Safe,1,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-464,Site 3: Kinshasa,Euclid,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-466,Site 2: Washington D.C,Keter,0,0,0,1,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-470,Site 4: Moscow,Euclid,0,0,1,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-485,Site 7: Shanghai,Euclid,0,0,1,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-499,Site 7: Shanghai,Keter,0,0,0,0,0,0,1,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-512,Site 7: Shanghai,Euclid,0,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-546,Site 2: Washington D.C,Safe,0,0,1,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-573,Site 7: Shanghai,Safe,0,0,1,0,1,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-629,Site 8: Tehran,Safe,1,0,0,0,1,0,1,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-653,Site 2: Washington D.C,Euclid,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-662,Site 3: Kinshasa,Euclid,0,0,1,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-670,Site 4: Moscow,Safe,1,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-726,Site 6: Geneva,Safe,0,0,1,0,0,0,0,0,0,Legal,1,5,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-745,Site 8: Tehran,Euclid,0,0,0,0,0,1,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-757,Site 7: Shanghai,Keter,0,0,0,0,1,0,1,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-758,Site 3: Kinshasa,Safe,0,1,1,0,0,0,0,0,1,Legal,1,3.3,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-765,Site 4: Moscow,Keter,0,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-773,Site 6: Geneva,Keter,0,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-779,Site 8: Tehran,Safe,0,1,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-785,Site 8: Tehran,Euclid,0,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-787,Site 7: Shanghai,Safe,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-794,Site 2: Washington D.C,Safe,0,1,1,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-799,Site 7: Shanghai,Keter,0,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-827,Site 8: Tehran,Euclid,0,0,0,0,0,0,1,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-833,Site 8: Tehran,Euclid,0,0,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-836,Site 7: Shanghai,Keter,0,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-844,Site 7: Shanghai,Euclid,0,0,0,0,1,0,1,0,0,Legal,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-857,Site 8: Tehran,Euclid,0,0,1,1,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-860,Site 7: Shanghai,Euclid,1,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-897,Site 3: Kinshasa,Safe,0,1,1,0,0,0,0,0,0,Paramilitary,1,5.3,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-908,Site 3: Kinshasa,Keter,0,1,0,0,1,0,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-915,Site 6: Geneva,Safe,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-953,Site 6: Geneva,Safe,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-986,Site 6: Geneva,Keter,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-1012,Site 8: Tehran,Keter,0,0,1,0,0,0,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-1017,Site 6: Geneva,Keter,0,0,0,0,0,0,1,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1921Q4,SCP-1029,Site 3: Kinshasa,Safe,0,1,0,0,0,1,1,0,0,Paramilitary,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-038,Site 3: Kinshasa,Safe,0,1,1,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-061,Site 8: Tehran,Keter,0,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-098,Site 8: Tehran,Keter,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-146,Site 7: Shanghai,Keter,0,1,0,0,1,0,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-154,Site 7: Shanghai,Safe,0,0,0,0,0,1,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-162,Site 3: Kinshasa,Euclid,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-238,Site 8: Tehran,Euclid,1,1,0,0,0,1,1,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-246,Site 8: Tehran,Keter,0,0,0,0,0,0,1,1,0,Paramilitary,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-272,Site 2: Washington D.C,Safe,0,1,1,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-381,Site 6: Geneva,Keter,0,1,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-400,Site 7: Shanghai,Keter,1,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-425,Site 3: Kinshasa,Euclid,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-426,Site 4: Moscow,Keter,0,0,0,0,0,1,0,0,0,Legal,1,-6,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-459,Site 3: Kinshasa,Euclid,0,1,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-461,Site 3: Kinshasa,Keter,0,0,0,0,1,0,0,0,0,Legal,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-499,Site 7: Shanghai,Keter,0,0,0,0,0,0,1,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-515,Site 7: Shanghai,Keter,0,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-520,Site 8: Tehran,Keter,0,1,0,0,0,1,1,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-529,Site 8: Tehran,Euclid,0,1,1,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-531,Site 3: Kinshasa,Keter,0,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-546,Site 2: Washington D.C,Safe,0,0,1,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-552,Site 4: Moscow,Keter,0,0,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-553,Site 4: Moscow,Safe,0,0,0,0,0,1,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-566,Site 4: Moscow,Euclid,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-612,Site 2: Washington D.C,Safe,0,0,0,0,0,1,1,0,0,Infiltration,1,24.2,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-619,Site 4: Moscow,Euclid,0,0,0,0,1,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-663,Site 4: Moscow,Euclid,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-689,Site 2: Washington D.C,Keter,1,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-697,Site 8: Tehran,Euclid,1,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-713,Site 4: Moscow,Safe,0,0,1,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-724,Site 8: Tehran,Euclid,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-738,Site 3: Kinshasa,Keter,0,0,0,0,1,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-753,Site 4: Moscow,Euclid,0,0,1,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-754,Site 7: Shanghai,Safe,0,1,1,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-760,Site 2: Washington D.C,Keter,0,1,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-762,Site 2: Washington D.C,Safe,0,1,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-774,Site 6: Geneva,Euclid,0,1,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-788,Site 4: Moscow,Keter,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-821,Site 2: Washington D.C,Euclid,0,0,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-833,Site 8: Tehran,Euclid,0,0,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-841,Site 7: Shanghai,Keter,0,0,0,0,0,1,0,0,0,Paramilitary,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-844,Site 7: Shanghai,Euclid,0,0,0,0,1,0,1,0,0,Infiltration,1,-2,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-848,Site 4: Moscow,Keter,1,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-894,Site 3: Kinshasa,Euclid,1,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-900,Site 7: Shanghai,Safe,0,0,0,0,0,1,0,0,0,Paramilitary,1,36.7,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-907,Site 2: Washington D.C,Keter,0,0,1,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-915,Site 6: Geneva,Safe,0,1,0,0,0,0,0,0,0,Infiltration,1,12.5,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-921,Site 6: Geneva,Safe,1,1,0,1,1,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-925,Site 4: Moscow,Keter,1,0,0,1,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-971,Site 7: Shanghai,Keter,0,0,0,0,0,1,1,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-976,Site 3: Kinshasa,Safe,0,0,1,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-984,Site 7: Shanghai,Keter,1,0,0,1,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-1013,Site 4: Moscow,Safe,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-1017,Site 6: Geneva,Keter,0,0,0,0,0,0,1,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-1030,Site 8: Tehran,Euclid,1,1,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-1034,Site 4: Moscow,Safe,0,0,0,0,0,0,0,0,1,Legal,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q1,SCP-1039,Site 4: Moscow,Euclid,0,0,0,0,0,0,1,1,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q2,SCP-035,Site 3: Kinshasa,Euclid,1,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q2,SCP-059,Site 2: Washington D.C,Keter,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q2,SCP-098,Site 8: Tehran,Keter,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q2,SCP-179,Site 8: Tehran,Safe,0,0,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q2,SCP-346,Site 2: Washington D.C,Safe,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q2,SCP-409,Site 7: Shanghai,Euclid,0,0,0,0,0,1,0,1,0,Legal,1,-2,,,,,,,,,,,,,,,,,,,,,,,,
1922Q2,SCP-425,Site 3: Kinshasa,Euclid,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q2,SCP-428,Site 3: Kinshasa,Safe,0,1,0,0,0,0,0,1,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q2,SCP-485,Site 7: Shanghai,Euclid,0,0,1,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q2,SCP-486,Site 7: Shanghai,Euclid,0,0,0,0,0,1,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q2,SCP-494,Site 3: Kinshasa,Safe,1,0,0,1,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q2,SCP-522,Site 7: Shanghai,Keter,0,0,0,1,1,0,0,1,0,Legal,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q2,SCP-533,Site 4: Moscow,Keter,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1922Q2,SCP-537,Site 6: Geneva,Safe,0,0,0,0,0,1,1,0,0,Infiltration,1,0,,,,,,,,,,,,,,,,,,,,,,,,
